assembly_accession,current_accession,organism_name,tax_id,assembly_name,status,superkingdom,kingdom,phylum,class,order,family,genus,species
GCF_000009045.1,GCF_000009045.1,Bacillus subtilis subsp. subtilis str. 168,224308,ASM904v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,Bacillus subtilis
GCF_000009065.1,GCF_000009065.1,Yersinia pestis CO92,214092,ASM906v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis
GCF_000009105.1,GCF_000009105.1,Neisseria meningitidis Z2491,122587,ASM910v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis
GCF_000009125.1,GCF_000009125.1,Ralstonia pseudosolanacearum GMI1000,267608,ASM912v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pseudosolanacearum
GCF_000009145.1,GCF_000009145.1,Nitrosomonas europaea ATCC 19718,228410,ASM914v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas europaea
GCF_000009165.1,GCF_000009165.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,316273,ASM916v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas euvesicatoria
GCF_000009185.1,GCF_000009185.1,Haloquadratum walsbyi DSM 16790,362976,ASM918v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi
GCF_000009205.2,GCF_000009205.2,Clostridioides difficile 630,272563,ASM920v2,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile
GCF_000009245.1,GCF_000009245.1,Francisella tularensis subsp. holarctica LVS,376619,ASM924v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
GCF_000009265.1,GCF_000009265.1,Rhizobium johnstonii 3841,216596,ASM926v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium johnstonii
GCF_000009285.1,GCF_000009285.1,Cupriavidus necator H16,381666,ASM928v2,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator
GCF_000009305.1,GCF_000009305.1,Helicobacter acinonychis str. Sheeba,382638,ASM930v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter acinonychis
GCF_000009325.1,GCF_000009325.1,Francisella tularensis subsp. tularensis FSC198,393115,ASM932v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
GCF_000009345.1,GCF_000009345.1,Yersinia enterocolitica subsp. enterocolitica 8081,393305,ASM934v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica
GCF_000009365.1,GCF_000009365.1,Alcanivorax borkumensis SK2,393595,ASM936v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax borkumensis
GCF_000009385.1,GCF_000009385.1,Streptococcus pyogenes str. Manfredo,160491,ASM938v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
GCF_000009405.1,GCF_000009405.1,Staphylococcus carnosus subsp. carnosus TM300,396513,ASM940v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus carnosus
GCF_000009425.1,GCF_000009425.1,Lactococcus cremoris subsp. cremoris MG1363,416870,ASM942v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus cremoris
GCF_000009445.1,GCF_000009445.1,Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,410289,ASM944v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
GCF_000009465.1,GCF_000009465.1,Neisseria meningitidis FAM18,272831,ASM946v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis
GCF_000009485.1,GCF_000009485.1,Burkholderia cenocepacia J2315,216591,ASM948v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
GCF_000009505.1,GCF_000009505.1,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,550537,ASM950v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_000009525.1,GCF_000009525.1,Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,550538,ASM952v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_000009545.1,GCF_000009545.1,Streptococcus uberis 0140J,218495,ASM954v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus uberis
GCF_000009565.1,GCF_000009565.1,Escherichia coli BL21(DE3),469008,ASM956v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000009585.1,GCF_000009585.1,Staphylococcus aureus subsp. aureus ST398,523796,ASM958v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000009605.1,GCF_000009605.1,Buchnera aphidicola str. APS (Acyrthosiphon pisum),107806,ASM960v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola
GCF_000009625.1,GCF_000009625.1,Mesorhizobium japonicum MAFF 303099,266835,ASM962v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium japonicum
GCF_000009645.1,GCF_000009645.1,Staphylococcus aureus subsp. aureus N315,158879,ASM964v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000009665.1,GCF_000009665.1,Staphylococcus aureus subsp. aureus Mu50,158878,ASM966v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000009685.1,GCF_000009685.1,Clostridium perfringens str. 13,195102,ASM968v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
GCF_000009705.1,GCF_000009705.1,Nostoc sp. PCC 7120 = FACHB-418,103690,ASM970v1,resolved,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7120 = FACHB-418
GCF_000009725.1,GCF_000009725.1,Synechocystis sp. PCC 6803,1148,ASM972v1,resolved,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803
GCF_000009745.1,GCF_000009745.1,Vibrio vulnificus YJ016,196600,ASM974v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus
GCF_000009765.2,GCF_000009765.2,Streptomyces avermitilis MA-4680 = NBRC 14893,227882,ASM976v2,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces avermitilis
GCF_000009785.1,GCF_000009785.1,Geobacillus kaustophilus HTA426,235909,ASM978v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Anoxybacillaceae,Geobacillus,Geobacillus kaustophilus
GCF_000009805.1,GCF_000009805.1,Nocardia farcinica IFM 10152,247156,ASM980v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,Nocardia farcinica
GCF_000009825.1,GCF_000009825.1,Shouchella clausii KSM-K16,66692,ASM982v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Shouchella,Shouchella clausii
GCF_000009845.1,GCF_000009845.1,Onion yellows phytoplasma OY-M,262768,ASM984v1,resolved,Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Onion yellows phytoplasma
GCF_000009865.1,GCF_000009865.1,Staphylococcus haemolyticus JCSC1435,279808,ASM986v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus
GCF_000009885.1,GCF_000009885.1,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,484021,ASM988v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_000009905.1,GCF_000009905.1,Symbiobacterium thermophilum IAM 14863,292459,ASM990v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Symbiobacterium thermophilum
GCF_000009925.1,GCF_000009925.1,Bacteroides fragilis YCH46,295405,ASM992v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
GCF_000009945.1,GCF_000009945.1,Chlamydia felis Fe/C-56,264202,ASM994v1,resolved,Bacteria,Pseudomonadati,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia felis
GCF_000009965.1,GCF_000009965.1,Thermococcus kodakarensis KOD1,69014,ASM996v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis
GCF_000009985.1,GCF_000009985.1,Paramagnetospirillum magneticum AMB-1,342108,ASM998v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Paramagnetospirillum,Paramagnetospirillum magneticum
GCF_000010005.1,GCF_000010005.1,Limosilactobacillus reuteri subsp. reuteri JCM 1112,557433,ASM1000v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri
GCF_000010025.1,GCF_000010025.1,Xanthomonas oryzae pv. oryzae MAFF 311018,342109,ASM1002v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas oryzae
GCF_000010045.1,GCF_000010045.1,Desulfitobacterium hafniense Y51,138119,ASM1004v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium hafniense
GCF_000010065.1,GCF_000010065.1,Synechococcus elongatus PCC 6301,269084,ASM1006v1,resolved,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus
GCF_000010085.1,GCF_000010085.1,Sodalis glossinidius str. 'morsitans',343509,ASM1008v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,Sodalis glossinidius
GCF_000010105.1,GCF_000010105.1,Rhodococcus erythropolis PR4,234621,ASM1010v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis
GCF_000010125.1,GCF_000010125.1,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292,342451,ASM1012v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
GCF_000010145.1,GCF_000010145.1,Limosilactobacillus fermentum IFO 3956,334390,ASM1014v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum
GCF_000010165.1,GCF_000010165.1,Brevibacillus brevis NBRC 100599,358681,ASM1016v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis
GCF_000010185.1,GCF_000010185.1,Finegoldia magna ATCC 29328,334413,ASM1018v1,resolved,Bacteria,Bacillati,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna
GCF_000010205.1,GCF_000010205.1,Orientia tsutsugamushi str. Ikeda,334380,ASM1020v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi
GCF_000010225.1,GCF_000010225.1,Corynebacterium glutamicum R,340322,ASM1022v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum
GCF_000010265.1,GCF_000010265.1,Clostridium kluyveri NBRC 12016,583346,ASM1026v1,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium kluyveri
GCF_000010285.1,GCF_000010285.1,Kocuria rhizophila DC2201,378753,ASM1028v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria rhizophila
GCF_000010305.1,GCF_000010305.1,Gemmatimonas aurantiaca T-27,379066,ASM1030v1,resolved,Bacteria,Pseudomonadati,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas aurantiaca
GCF_000010325.1,GCF_000010325.1,Nitratiruptor sp. SB155-2,387092,ASM1032v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Nautiliales,Nitratiruptoraceae,Nitratiruptor,Nitratiruptor sp. SB155-2
GCF_000010345.1,GCF_000010345.1,Sulfurovum sp. NBC37-1,387093,ASM1034v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp. NBC37-1
GCF_000010365.1,GCF_000010365.1,Candidatus Carsonella ruddii PV,387662,ASM1036v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,Candidatus Carsonella ruddii
GCF_000010385.1,GCF_000010385.1,Escherichia coli SE11,409438,ASM1038v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000010405.1,GCF_000010405.1,Candidatus Vesicomyidisocius calyptogenae,412965,ASM1040v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,,Candidatus Pseudothioglobaceae,Candidatus Vesicomyidisocius,Candidatus Vesicomyidisocius calyptogenae
GCF_000010425.1,GCF_000010425.1,Bifidobacterium adolescentis ATCC 15703,367928,ASM1042v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis
GCF_000010445.1,GCF_000010445.1,Staphylococcus aureus subsp. aureus Mu3,418127,ASM1044v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000010465.1,GCF_000010465.1,Staphylococcus aureus subsp. aureus str. Newman,426430,ASM1046v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000010485.1,GCF_000010485.1,Escherichia coli SE15,431946,ASM1048v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000010505.1,GCF_000010505.1,Porphyromonas gingivalis ATCC 33277,431947,ASM1050v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis
GCF_000010525.1,GCF_000010525.1,Azorhizobium caulinodans ORS 571,438753,ASM1052v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium caulinodans
GCF_000010545.1,GCF_000010545.1,Burkholderia multivorans ATCC 17616,395019,ASM1054v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans
GCF_000010585.1,GCF_000010585.1,Macrococcoides caseolyticum JCSC5402,458233,ASM1058v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Staphylococcaceae,Macrococcoides,Macrococcoides caseolyticum
GCF_000010605.1,GCF_000010605.1,Streptomyces griseus subsp. griseus NBRC 13350,455632,ASM1060v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces griseus
GCF_000010625.1,GCF_000010625.1,Microcystis aeruginosa NIES-843,449447,ASM1062v1,resolved,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa
GCF_000010645.1,GCF_000010645.1,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,511995,ASM1064v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,,Candidatus Azobacteroides,Candidatus Azobacteroides pseudotrichonymphae
GCF_000010665.1,GCF_000010665.1,Solidesulfovibrio magneticus RS-1,573370,ASM1066v1,resolved,Bacteria,Pseudomonadati,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio magneticus
GCF_000010685.1,GCF_000010685.1,Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172,561275,ASM1068v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
GCF_000010705.1,GCF_000010705.1,Streptococcus dysgalactiae subsp. equisimilis GGS_124,486410,ASM1070v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae
GCF_000010725.1,GCF_000010725.1,Azospirillum sp. B510,137722,ASM1072v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum sp. B510
GCF_000010745.1,GCF_000010745.1,Escherichia coli O103:H2 str. 12009,585395,ASM1074v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000010765.1,GCF_000010765.1,Escherichia coli O111:H- str. 11128,585396,ASM1076v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000010785.1,GCF_000010785.1,Hydrogenobacter thermophilus TK-6,608538,ASM1078v1,resolved,Bacteria,Pseudomonadati,Aquificota,Aquificia,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus
GCF_000010805.1,GCF_000010805.1,Rhodococcus opacus B4,632772,ASM1080v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus opacus
GCF_000010825.1,GCF_000010825.1,Acetobacter pasteurianus IFO 3283-01,634452,ASM1082v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
GCF_000010845.1,GCF_000010845.1,Acetobacter pasteurianus IFO 3283-03,634453,ASM1084v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
GCF_000010865.1,GCF_000010865.1,Acetobacter pasteurianus IFO 3283-07,634454,ASM1086v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
GCF_000010885.1,GCF_000010885.1,Acetobacter pasteurianus IFO 3283-22,634455,ASM1088v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
GCF_000010905.1,GCF_000010905.1,Acetobacter pasteurianus IFO 3283-26,634456,ASM1090v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
GCF_000010925.1,GCF_000010925.1,Acetobacter pasteurianus IFO 3283-32,634457,ASM1092v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
GCF_000010945.1,GCF_000010945.1,Acetobacter pasteurianus IFO 3283-01-42C,634458,ASM1094v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
GCF_000010965.1,GCF_000010965.1,Acetobacter pasteurianus IFO 3283-12,634459,ASM1096v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus
GCF_000010985.1,GCF_000010985.1,Deferribacter desulfuricans SSM1,639282,ASM1098v1,resolved,Bacteria,Pseudomonadati,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,Deferribacter desulfuricans
GCF_000011005.1,GCF_000011005.1,Methanocella paludicola SANAE,304371,ASM1100v1,resolved,Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,Methanocella paludicola
GCF_000011025.1,GCF_000011025.1,Rothia mucilaginosa DY-18,680646,ASM1102v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa
GCF_000011045.1,GCF_000011045.1,Lacticaseibacillus rhamnosus GG,568703,ASM1104v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus
