rxn_id	Jankowski_2008	Flamholz_2012	Beber_2022	LLM_Opus_4.8
rxn31449	<	NA	NA	<
rxn31450	=	<	<	>
rxn31451	=	<	<	>
rxn31452	=	<	<	>
rxn31454	NA	NA	NA	>
rxn31455	NA	NA	NA	>
rxn31456	<	NA	NA	>
rxn31457	=	=	NA	>
rxn31460	NA	NA	NA	>
rxn31461	NA	NA	NA	>
rxn31465	NA	NA	NA	>
rxn31466	NA	NA	NA	>
rxn31467	NA	NA	NA	?
rxn31468	NA	NA	NA	=
rxn31469	NA	NA	NA	=
rxn31470	=	=	=	=
rxn31471	NA	NA	NA	=
rxn31472	<	NA	NA	?
rxn31473	>	>	NA	>
rxn31474	>	>	NA	>
rxn31475	NA	NA	NA	>
rxn31476	NA	NA	NA	>
rxn31477	>	NA	NA	>
rxn31478	>	NA	NA	>
rxn31479	NA	NA	NA	>
rxn31480	NA	NA	NA	>
rxn31481	NA	NA	NA	>
rxn31482	NA	NA	NA	>
rxn31483	NA	NA	NA	>
rxn31484	NA	NA	NA	>
rxn31485	NA	NA	NA	>
rxn31486	NA	NA	NA	>
rxn31487	NA	NA	NA	>
rxn31488	NA	NA	NA	>
rxn31489	NA	NA	NA	>
rxn31490	NA	NA	NA	>
rxn31491	NA	NA	NA	>
rxn31492	NA	NA	NA	>
rxn31493	NA	NA	NA	>
rxn31494	NA	NA	NA	>
rxn31495	NA	NA	NA	>
rxn31496	NA	NA	NA	>
rxn31497	NA	NA	NA	>
rxn31498	NA	NA	NA	>
rxn31499	NA	NA	NA	>
rxn31500	NA	NA	NA	>
rxn31501	NA	NA	NA	>
rxn31502	NA	NA	NA	>
rxn31503	NA	NA	NA	>
rxn31504	NA	NA	NA	>
rxn31505	NA	NA	NA	>
rxn31506	NA	NA	NA	>
rxn31507	NA	NA	NA	>
rxn31508	=	=	=	>
rxn31509	=	=	=	>
rxn31510	NA	NA	NA	>
rxn31511	NA	NA	NA	>
rxn31512	NA	NA	NA	>
rxn31513	NA	NA	NA	?
rxn31514	=	=	NA	>
rxn31515	NA	NA	NA	>
rxn31516	>	>	NA	>
rxn31517	=	NA	<	<
rxn31518	>	>	>	>
rxn31519	>	NA	NA	>
rxn31520	NA	NA	NA	>
rxn31521	NA	NA	NA	>
rxn31522	>	>	NA	>
rxn31523	NA	NA	NA	>
rxn31524	>	>	NA	>
rxn31525	<	NA	NA	>
rxn31526	<	NA	NA	>
rxn31527	NA	NA	NA	?
rxn31528	NA	NA	NA	>
rxn31529	NA	NA	NA	>
rxn31530	NA	NA	NA	>
rxn31531	>	>	NA	>
rxn31532	NA	NA	NA	>
rxn31533	NA	NA	NA	>
rxn31534	NA	NA	NA	>
rxn31535	NA	NA	NA	>
rxn31536	NA	NA	NA	>
rxn31537	<	<	NA	>
rxn31538	>	>	NA	>
rxn31539	>	>	NA	>
rxn31540	=	>	NA	>
rxn31541	=	>	NA	>
rxn31542	=	>	NA	>
rxn31543	NA	NA	NA	>
rxn31544	=	=	NA	=
rxn31545	NA	NA	NA	>
rxn31546	<	NA	NA	>
rxn31547	>	NA	NA	>
rxn31548	NA	NA	NA	>
rxn31549	NA	NA	NA	>
rxn31550	=	=	=	>
rxn31551	=	=	=	=
rxn31552	=	NA	NA	=
rxn31553	=	NA	NA	=
rxn31554	=	NA	NA	=
rxn31555	=	NA	NA	=
rxn31556	=	NA	NA	=
rxn31557	=	NA	NA	=
rxn31558	=	NA	NA	=
rxn31559	=	NA	NA	=
rxn31560	=	NA	NA	=
rxn31561	=	NA	NA	=
rxn31562	=	NA	NA	=
rxn31563	=	NA	NA	?
rxn31564	=	NA	NA	=
rxn31565	=	NA	NA	=
rxn31566	=	NA	NA	=
rxn31567	=	NA	NA	=
rxn31568	=	NA	NA	=
rxn31569	=	NA	NA	=
rxn31570	=	NA	NA	=
rxn31571	=	NA	NA	=
rxn31572	=	NA	NA	=
rxn31573	=	NA	NA	=
rxn31574	=	NA	NA	=
rxn31575	=	NA	NA	=
rxn31576	=	NA	NA	=
rxn31577	=	NA	NA	=
rxn31578	=	NA	NA	=
rxn31579	=	NA	NA	=
rxn31580	=	NA	NA	=
rxn31581	=	NA	NA	=
rxn31582	=	NA	NA	=
rxn31583	=	NA	NA	=
rxn31584	<	<	<	>
rxn31585	<	<	<	>
rxn31586	NA	NA	NA	>
rxn31587	NA	NA	NA	>
rxn31588	NA	NA	NA	>
rxn31589	NA	NA	NA	?
rxn31590	>	<	NA	>
rxn31591	>	<	NA	>
rxn31592	NA	NA	NA	>
rxn31593	NA	NA	NA	>
rxn31594	NA	NA	NA	>
rxn31595	NA	NA	NA	>
rxn31596	NA	NA	NA	>
rxn31597	NA	NA	NA	?
rxn31598	NA	NA	NA	>
rxn31599	NA	NA	NA	>
rxn31600	NA	NA	NA	>
rxn31601	NA	NA	NA	>
rxn31602	=	NA	NA	=
rxn31603	=	NA	NA	=
rxn31604	=	NA	NA	=
rxn31605	=	NA	NA	=
rxn31606	=	NA	NA	=
rxn31607	NA	NA	NA	?
rxn31608	NA	NA	NA	>
rxn31609	NA	NA	NA	>
rxn31610	NA	NA	NA	>
rxn31611	NA	NA	NA	>
rxn31612	NA	NA	NA	>
rxn31613	NA	NA	NA	>
rxn31614	NA	NA	NA	>
rxn31615	NA	NA	NA	>
rxn31616	NA	NA	NA	>
rxn31617	NA	NA	NA	>
rxn31618	NA	NA	NA	>
rxn31619	NA	NA	NA	>
rxn31620	NA	NA	NA	>
rxn31621	NA	NA	NA	>
rxn31622	NA	NA	NA	>
rxn31623	NA	NA	NA	>
rxn31624	NA	NA	NA	>
rxn31625	NA	NA	NA	>
rxn31626	NA	NA	NA	>
rxn31627	NA	NA	NA	>
rxn31628	NA	NA	NA	>
rxn31629	NA	NA	NA	>
rxn31630	NA	NA	NA	>
rxn31631	NA	NA	NA	>
rxn31632	NA	NA	NA	>
rxn31633	NA	NA	NA	>
rxn31634	NA	NA	NA	>
rxn31635	NA	NA	NA	>
rxn31636	NA	NA	NA	>
rxn31637	NA	NA	NA	>
rxn31638	NA	NA	NA	>
rxn31639	NA	NA	NA	>
rxn31640	NA	NA	NA	>
rxn31641	NA	NA	NA	>
rxn31642	NA	NA	NA	?
rxn31643	NA	NA	NA	>
rxn31644	NA	NA	NA	?
rxn31645	NA	NA	NA	>
rxn31646	<	<	NA	>
rxn31647	NA	NA	NA	>
rxn31648	NA	NA	NA	>
rxn31649	>	>	NA	>
rxn31650	>	>	NA	>
rxn31651	>	>	NA	=
rxn31652	>	>	NA	>
rxn31653	>	>	NA	>
rxn31654	>	>	NA	>
rxn31655	NA	NA	NA	>
rxn31656	<	<	NA	>
rxn31657	>	>	NA	=
rxn31658	>	>	NA	>
rxn31659	NA	NA	NA	>
rxn31660	NA	NA	NA	>
rxn31661	<	<	NA	>
rxn31662	=	=	=	=
rxn31663	NA	=	=	=
rxn31664	<	<	NA	>
rxn31665	>	>	NA	>
rxn31666	>	>	NA	>
rxn31668	NA	NA	NA	=
rxn31669	NA	NA	NA	>
rxn31670	NA	NA	NA	>
rxn31671	NA	NA	NA	>
rxn31672	NA	NA	NA	>
rxn31673	>	NA	NA	?
rxn31674	NA	NA	NA	>
rxn31675	=	=	=	>
rxn31677	>	>	NA	>
rxn31678	NA	NA	NA	>
rxn31679	NA	NA	NA	>
rxn31680	NA	NA	NA	<
rxn31681	NA	NA	NA	>
rxn31682	>	>	NA	>
rxn31683	>	>	NA	=
rxn31684	>	>	NA	>
rxn31685	NA	NA	NA	>
rxn31686	NA	NA	NA	?
rxn31687	NA	NA	NA	>
rxn31688	NA	NA	NA	>
rxn31689	NA	NA	NA	>
rxn31690	<	NA	NA	>
rxn31691	<	<	NA	>
rxn31692	>	NA	NA	>
rxn31696	NA	NA	NA	=
rxn31697	NA	NA	NA	=
rxn31698	>	NA	NA	>
rxn31699	NA	NA	NA	?
rxn31700	>	>	NA	?
rxn31701	>	NA	NA	>
rxn31702	<	<	NA	>
rxn31703	>	>	NA	>
rxn31704	<	<	NA	>
rxn31705	<	<	NA	>
rxn31706	>	>	NA	>
rxn31707	NA	NA	NA	>
rxn31708	<	<	NA	>
rxn31709	>	>	NA	<
rxn31710	>	>	NA	>
rxn31711	NA	NA	NA	>
rxn31712	NA	NA	NA	>
rxn31713	NA	NA	NA	>
rxn31714	NA	NA	NA	>
rxn31715	NA	NA	NA	>
rxn31716	>	>	NA	>
rxn31717	<	<	NA	>
rxn31718	<	<	NA	>
rxn31719	<	<	NA	>
rxn31720	>	>	NA	=
rxn31721	>	>	NA	>
rxn31722	<	<	NA	?
rxn31723	>	>	NA	=
rxn31724	>	NA	NA	>
rxn31725	>	NA	NA	>
rxn31726	>	>	NA	>
rxn31727	NA	NA	NA	>
rxn31728	NA	NA	NA	>
rxn31729	>	NA	NA	>
rxn31730	NA	NA	NA	>
rxn31731	>	>	NA	>
rxn31732	<	<	NA	?
rxn31733	NA	NA	NA	>
rxn31734	<	<	NA	>
rxn31735	NA	NA	NA	=
rxn31736	NA	NA	NA	=
rxn31737	NA	NA	NA	>
rxn31738	NA	NA	NA	>
rxn31739	NA	NA	NA	>
rxn31740	NA	NA	NA	>
rxn31741	NA	NA	NA	?
rxn31742	NA	NA	NA	>
rxn31743	NA	NA	NA	>
rxn31744	NA	NA	NA	>
rxn31745	=	NA	>	>
rxn31746	=	NA	>	>
rxn31747	=	NA	<	>
rxn31748	=	NA	>	>
rxn31749	=	NA	=	>
rxn31750	>	=	=	>
rxn31751	=	=	=	>
rxn31752	NA	NA	NA	?
rxn31753	=	=	=	>
rxn31754	NA	NA	NA	?
rxn31755	=	=	=	=
rxn31756	NA	NA	NA	?
rxn31757	=	=	=	<
rxn31758	=	=	=	=
rxn31759	=	NA	NA	=
rxn31760	=	=	=	<
rxn31761	=	=	NA	?
rxn31762	NA	NA	NA	=
rxn31763	>	>	>	>
rxn31764	=	NA	NA	?
rxn31765	>	>	>	>
rxn31766	>	=	=	>
rxn31767	>	=	=	>
rxn31768	>	>	>	>
rxn31769	>	>	>	>
rxn31770	=	NA	NA	?
rxn31771	=	=	NA	>
rxn31772	=	=	=	>
rxn31773	>	>	>	>
rxn31774	>	>	NA	>
rxn31775	>	>	NA	>
rxn31776	>	=	=	>
rxn31777	=	=	=	>
rxn31778	=	=	=	=
rxn31779	>	=	=	>
rxn31780	=	NA	NA	?
rxn31781	>	=	=	>
rxn31782	NA	NA	=	>
rxn31783	=	=	=	<
rxn31784	=	=	=	>
rxn31785	=	>	>	>
rxn31786	=	=	=	=
rxn31787	NA	NA	<	>
rxn31788	=	NA	NA	?
rxn31789	>	>	>	>
rxn31790	>	=	=	>
rxn31791	=	NA	=	=
rxn31792	=	=	=	>
rxn31793	=	NA	NA	?
rxn31794	NA	NA	NA	?
rxn31795	NA	NA	NA	?
rxn31796	=	=	=	>
rxn31797	>	>	>	>
rxn31798	=	NA	NA	?
rxn31799	>	>	>	>
rxn31800	NA	NA	>	>
rxn31801	=	=	=	>
rxn31802	NA	NA	<	>
rxn31803	=	=	=	=
rxn31804	=	NA	NA	?
rxn31805	NA	NA	NA	?
rxn31806	NA	NA	NA	?
rxn31807	=	>	=	>
rxn31808	=	>	=	>
rxn31809	=	=	=	>
rxn31810	=	NA	NA	?
rxn31811	=	=	=	>
rxn31812	=	>	>	>
rxn31813	=	=	NA	>
rxn31814	NA	NA	<	>
rxn31815	=	=	=	=
rxn31816	=	=	=	=
rxn31817	=	NA	NA	?
rxn31818	=	NA	NA	?
rxn31819	=	NA	NA	?
rxn31820	=	NA	NA	?
rxn31821	=	NA	NA	?
rxn31822	NA	NA	<	>
rxn31823	NA	NA	<	>
rxn31824	NA	NA	<	>
rxn31825	NA	NA	<	>
rxn31826	=	=	=	>
rxn31827	=	NA	NA	?
rxn31828	=	NA	NA	?
rxn31829	NA	NA	NA	?
rxn31830	=	NA	NA	=
rxn31831	=	NA	NA	?
rxn31832	=	NA	NA	=
rxn31833	=	NA	NA	?
rxn31834	=	>	>	>
rxn31835	NA	NA	NA	>
rxn31836	=	>	>	>
rxn31837	=	>	>	>
rxn31838	=	>	>	>
rxn31839	=	=	=	=
rxn31840	NA	NA	NA	>
rxn31841	=	>	>	>
rxn31842	=	>	NA	>
rxn31843	=	NA	NA	?
rxn31844	=	NA	NA	?
rxn31845	=	NA	NA	?
rxn31846	=	>	NA	>
rxn31847	=	=	=	=
rxn31848	=	NA	NA	=
rxn31849	=	NA	NA	?
rxn31850	=	NA	NA	?
rxn31851	=	=	=	=
rxn31852	=	NA	NA	?
rxn31853	=	=	=	=
rxn31854	=	=	=	=
rxn31855	=	=	=	=
rxn31856	=	NA	NA	?
rxn31857	=	=	=	>
rxn31858	=	=	=	=
rxn31859	=	NA	NA	?
rxn31860	>	NA	>	>
rxn31861	=	=	=	=
rxn31862	=	NA	NA	?
rxn31863	=	=	=	=
rxn31864	>	NA	>	>
rxn31865	=	NA	NA	?
rxn31866	=	=	=	>
rxn31867	NA	NA	<	>
rxn31868	=	=	=	=
rxn31869	=	=	=	>
rxn31870	=	>	>	>
rxn31871	=	NA	NA	>
rxn31872	=	NA	NA	>
rxn31874	=	NA	NA	?
rxn31875	NA	NA	>	>
rxn31876	=	NA	NA	?
rxn31877	NA	NA	>	>
rxn31878	=	=	=	=
rxn31879	=	NA	NA	>
rxn31880	=	NA	NA	>
rxn31881	NA	NA	>	>
rxn31882	>	>	>	>
rxn31883	NA	NA	>	>
rxn31884	=	NA	NA	?
rxn31885	>	=	=	>
rxn31886	=	=	=	=
rxn31887	NA	NA	NA	>
rxn31888	>	>	>	>
rxn31889	=	=	=	>
rxn31890	=	=	=	?
rxn31891	=	=	=	=
rxn31892	=	=	=	=
rxn31893	=	=	=	=
rxn31894	=	>	>	>
rxn31895	=	>	>	>
rxn31896	=	=	=	=
rxn31897	=	NA	NA	?
rxn31898	=	NA	NA	?
rxn31899	=	=	=	=
rxn31900	=	NA	NA	?
rxn31901	=	>	>	>
rxn31902	NA	NA	NA	>
rxn31903	=	NA	NA	?
rxn31904	=	=	=	<
rxn31905	>	>	>	>
rxn31906	=	>	NA	>
rxn31907	=	NA	=	=
rxn31908	=	NA	NA	?
rxn31909	=	NA	NA	?
rxn31910	NA	NA	>	>
rxn31911	=	NA	NA	?
rxn31912	=	>	NA	>
rxn31913	=	NA	NA	?
rxn31914	NA	NA	NA	>
rxn31915	NA	NA	NA	?
rxn31916	=	NA	NA	?
rxn31917	>	>	>	>
rxn31918	=	NA	NA	?
rxn31919	=	>	>	>
rxn31920	>	>	>	>
rxn31921	=	=	=	<
rxn31922	>	>	>	>
rxn31923	=	=	=	=
rxn31924	>	=	=	=
rxn31925	=	=	=	=
rxn31926	=	NA	NA	?
rxn31927	=	NA	NA	?
rxn31928	>	>	>	>
rxn31929	>	=	=	>
rxn31930	=	NA	NA	?
rxn31931	>	>	>	>
rxn31932	>	=	=	>
rxn31933	=	NA	<	>
rxn31934	>	=	=	>
rxn31935	=	NA	NA	=
rxn31936	>	=	=	>
rxn31937	=	NA	NA	?
rxn31938	>	>	>	>
rxn31939	=	=	=	>
rxn31940	>	>	>	>
rxn31941	=	NA	NA	?
rxn31942	>	>	>	>
rxn31943	=	NA	NA	?
rxn31944	=	=	=	<
rxn31945	=	=	=	>
rxn31946	=	=	=	<
rxn31947	=	=	=	>
rxn31948	=	NA	NA	?
rxn31949	=	NA	NA	?
rxn31950	=	=	=	>
rxn31951	=	=	=	>
rxn31952	=	=	=	>
rxn31953	=	NA	NA	=
rxn31954	=	>	>	>
rxn31955	=	=	=	>
rxn31956	=	NA	NA	?
rxn31957	=	NA	NA	?
rxn31958	=	NA	NA	?
rxn31959	=	NA	NA	?
rxn31960	>	>	>	>
rxn31961	NA	NA	<	>
rxn31962	NA	NA	<	>
rxn31963	=	NA	NA	?
rxn31964	=	NA	NA	>
rxn31965	=	>	>	>
rxn31966	=	NA	NA	>
rxn31967	=	NA	NA	?
rxn31968	=	NA	NA	>
rxn31969	NA	NA	NA	?
rxn31970	=	NA	NA	>
rxn31971	=	>	>	>
rxn31972	=	NA	NA	=
rxn31973	=	>	>	>
rxn31974	=	NA	NA	>
rxn31975	>	>	>	>
rxn31976	=	NA	NA	?
rxn31977	>	>	>	>
rxn31978	>	>	NA	>
rxn31979	=	NA	NA	?
rxn31980	=	=	=	<
rxn31981	=	=	=	<
rxn31982	=	=	=	<
rxn31983	>	=	=	>
rxn31984	<	NA	=	>
rxn31985	>	=	=	?
rxn31986	NA	NA	NA	>
rxn31987	=	=	=	=
rxn31988	=	>	>	>
rxn31989	=	NA	NA	?
rxn31990	=	=	=	=
rxn31991	>	NA	>	>
rxn31992	=	NA	NA	?
rxn31993	>	>	>	>
rxn31994	=	>	>	>
rxn31995	>	NA	>	>
rxn31996	=	=	=	=
rxn31997	>	>	>	>
rxn31998	=	NA	NA	<
rxn31999	=	NA	NA	?
rxn32000	NA	NA	NA	?
rxn32001	<	<	<	>
rxn32002	<	<	<	=
rxn32003	>	>	>	>
rxn32004	>	>	>	>
rxn32005	NA	NA	NA	>
rxn32006	>	>	>	>
rxn32007	=	NA	NA	?
rxn32008	NA	NA	NA	>
rxn32009	=	NA	NA	?
rxn32010	NA	NA	NA	>
rxn32011	=	NA	NA	?
rxn32012	=	NA	NA	?
rxn32013	NA	NA	NA	>
rxn32014	=	NA	NA	?
rxn32015	<	=	=	=
rxn32016	=	NA	NA	=
rxn32017	=	NA	NA	?
rxn32018	=	>	NA	>
rxn32019	=	=	=	>
rxn32020	=	NA	NA	?
rxn32021	=	>	>	>
rxn32022	=	<	NA	>
rxn32023	=	<	NA	>
rxn32024	=	=	NA	>
rxn32025	=	NA	=	>
rxn32026	>	>	>	>
rxn32027	=	=	=	=
rxn32028	=	=	=	=
rxn32029	=	NA	NA	?
rxn32030	=	NA	NA	?
rxn32031	NA	NA	NA	>
rxn32032	=	NA	NA	>
rxn32033	=	NA	NA	?
rxn32034	=	NA	NA	?
rxn32035	NA	NA	<	>
rxn32036	=	NA	NA	=
rxn32037	=	NA	NA	?
rxn32038	=	NA	NA	?
rxn32039	=	NA	NA	?
rxn32040	>	=	NA	>
rxn32041	=	NA	NA	?
rxn32042	=	NA	NA	?
rxn32043	=	NA	NA	?
rxn32044	=	=	=	=
rxn32045	=	>	>	>
rxn32046	=	NA	NA	?
rxn32047	=	NA	NA	?
rxn32048	>	=	=	>
rxn32049	=	=	=	=
rxn32050	=	=	=	=
rxn32051	=	NA	=	>
rxn32052	=	=	=	>
rxn32053	>	>	>	>
rxn32054	NA	NA	NA	<
rxn32055	NA	NA	<	>
rxn32056	NA	NA	<	>
rxn32057	=	NA	NA	?
rxn32058	=	=	=	>
rxn32059	=	NA	NA	?
rxn32060	=	=	=	>
rxn32061	=	NA	NA	?
rxn32062	>	=	=	>
rxn32063	=	NA	NA	?
rxn32064	=	=	=	=
rxn32065	>	=	=	>
rxn32066	>	NA	<	?
rxn32067	=	NA	NA	=
rxn32068	=	>	>	>
rxn32069	=	=	=	<
rxn32070	>	NA	<	>
rxn32071	=	=	=	=
rxn32072	=	=	=	=
rxn32073	>	NA	<	?
rxn32074	=	=	=	=
rxn32075	=	NA	NA	?
rxn32076	=	>	>	>
rxn32077	=	NA	NA	?
rxn32078	=	=	=	=
rxn32079	>	NA	>	>
rxn32080	=	NA	NA	?
rxn32081	=	NA	NA	?
rxn32082	NA	NA	NA	?
rxn32083	NA	NA	NA	?
rxn32084	=	=	=	>
rxn32085	=	NA	NA	?
rxn32086	=	>	>	>
rxn32087	=	NA	NA	?
rxn32088	=	>	>	>
rxn32089	=	NA	NA	?
rxn32090	>	NA	NA	>
rxn32091	=	=	=	>
rxn32092	=	NA	NA	?
rxn32093	=	>	>	>
rxn32094	=	NA	NA	?
rxn32095	=	=	=	=
rxn32096	=	NA	NA	?
rxn32097	=	NA	NA	?
rxn32098	=	NA	NA	?
rxn32099	=	=	=	=
rxn32100	=	=	=	>
rxn32101	=	NA	NA	?
rxn32102	=	=	=	>
rxn32103	=	<	NA	>
rxn32104	=	<	<	>
rxn32105	=	>	>	>
rxn32106	NA	NA	NA	?
rxn32107	=	>	>	>
rxn32108	=	NA	>	>
rxn32109	NA	NA	NA	?
rxn32110	=	NA	>	>
rxn32111	=	NA	>	>
rxn32112	=	=	=	=
rxn32113	>	>	>	>
rxn32114	>	=	=	>
rxn32115	=	NA	NA	?
rxn32116	=	=	=	=
rxn32117	>	>	>	>
rxn32118	=	=	=	=
rxn32119	=	>	>	>
rxn32120	=	NA	NA	?
rxn32121	=	=	NA	>
rxn32122	>	=	=	>
rxn32123	>	>	>	>
rxn32124	=	=	NA	>
rxn32125	>	>	>	>
rxn32126	=	=	NA	>
rxn32127	=	=	=	=
rxn32128	NA	NA	NA	>
rxn32129	NA	NA	NA	>
rxn32130	=	>	>	>
rxn32131	=	>	>	>
rxn32132	=	>	>	>
rxn32133	>	=	=	>
rxn32134	=	NA	NA	?
rxn32135	=	NA	NA	?
rxn32136	>	NA	NA	>
rxn32137	NA	NA	NA	?
rxn32138	>	NA	NA	>
rxn32139	=	>	>	>
rxn32140	=	=	=	=
rxn32141	NA	NA	>	>
rxn32142	>	NA	NA	>
rxn32143	>	>	>	>
rxn32144	NA	NA	>	>
rxn32145	NA	NA	NA	?
rxn32146	=	NA	NA	>
rxn32147	NA	NA	>	>
rxn32148	>	>	>	>
rxn32149	=	NA	NA	?
rxn32150	=	NA	<	>
rxn32151	=	NA	NA	?
rxn32152	NA	NA	>	>
rxn32153	NA	NA	NA	>
rxn32154	=	>	>	>
rxn32155	=	>	>	>
rxn32156	=	NA	NA	?
rxn32157	=	=	=	>
rxn32158	NA	NA	NA	>
rxn32159	=	=	=	>
rxn32160	=	=	=	=
rxn32161	=	=	=	=
rxn32162	=	NA	NA	?
rxn32163	=	NA	NA	?
rxn32164	=	>	>	>
rxn32165	=	=	=	=
rxn32166	>	>	>	>
rxn32167	=	=	=	=
rxn32168	=	=	=	=
rxn32169	NA	NA	NA	?
rxn32170	=	NA	NA	>
rxn32171	=	=	=	=
rxn32172	NA	NA	NA	?
rxn32173	=	NA	NA	?
rxn32174	>	NA	=	>
rxn32175	=	=	=	=
rxn32176	=	=	=	=
rxn32178	=	=	=	>
rxn32179	NA	NA	NA	?
rxn32180	NA	NA	NA	?
rxn32181	NA	NA	NA	>
rxn32182	NA	NA	NA	?
rxn32183	=	NA	NA	?
rxn32184	=	NA	NA	?
rxn32185	=	=	=	>
rxn32186	>	>	>	>
rxn32187	=	=	=	>
rxn32188	=	>	NA	>
rxn32189	=	=	=	>
rxn32190	>	>	>	>
rxn32191	=	>	>	>
rxn32192	=	NA	NA	?
rxn32193	=	=	=	>
rxn32194	=	>	>	>
rxn32195	=	>	>	>
rxn32196	=	=	=	=
rxn32197	NA	NA	NA	>
rxn32198	=	>	>	>
rxn32199	=	NA	NA	?
rxn32200	=	=	=	=
rxn32201	=	>	NA	>
rxn32202	=	NA	NA	=
rxn32203	>	>	>	>
rxn32204	>	>	>	>
rxn32205	=	=	=	>
rxn32206	=	NA	NA	?
rxn32207	=	NA	NA	?
rxn32208	NA	NA	NA	>
rxn32209	=	>	>	>
rxn32210	=	>	>	>
rxn32211	=	NA	NA	?
rxn32212	NA	NA	<	>
rxn32213	=	=	=	>
rxn32214	NA	NA	NA	?
rxn32215	NA	NA	NA	?
rxn32216	>	=	=	>
rxn32217	NA	NA	NA	?
rxn32218	>	>	NA	>
rxn32219	>	>	NA	>
rxn32220	NA	NA	<	>
rxn32221	NA	NA	NA	>
rxn32222	=	>	>	>
rxn32223	=	NA	NA	=
rxn32224	=	NA	NA	?
rxn32225	=	NA	NA	?
rxn32226	=	=	=	>
rxn32227	>	=	=	>
rxn32228	=	>	>	>
rxn32229	=	=	=	=
rxn32230	=	NA	NA	?
rxn32231	=	NA	NA	?
rxn32232	>	>	>	>
rxn32233	=	>	>	>
rxn32234	=	=	=	=
rxn32235	>	>	>	>
rxn32236	=	NA	NA	=
rxn32237	=	NA	NA	?
rxn32238	=	=	=	=
rxn32239	NA	NA	NA	>
rxn32240	=	NA	NA	?
rxn32241	=	NA	NA	?
rxn32242	>	>	>	>
rxn32243	=	NA	<	>
rxn32244	>	>	>	>
rxn32245	=	NA	NA	?
rxn32246	=	=	=	>
rxn32247	>	>	>	>
rxn32248	>	>	>	>
rxn32249	=	=	=	=
rxn32250	=	NA	NA	?
rxn32251	>	>	>	>
rxn32252	=	=	=	=
rxn32253	=	=	=	=
rxn32254	NA	NA	NA	=
rxn32255	>	>	>	>
rxn32256	NA	NA	NA	>
rxn32257	>	>	>	>
rxn32258	>	NA	<	>
rxn32259	=	=	=	>
rxn32260	=	NA	NA	?
rxn32261	=	NA	NA	?
rxn32262	>	NA	<	>
rxn32263	=	NA	NA	?
rxn32264	=	NA	NA	?
rxn32265	=	>	>	>
rxn32266	=	=	=	=
rxn32267	NA	NA	NA	=
rxn32268	=	>	>	>
rxn32269	=	NA	NA	?
rxn32270	=	=	=	=
rxn32271	=	=	=	>
rxn32272	=	NA	NA	?
rxn32273	NA	NA	NA	=
rxn32274	=	NA	NA	?
rxn32275	=	NA	NA	?
rxn32276	NA	NA	NA	=
rxn32277	NA	NA	NA	=
rxn32278	NA	NA	NA	>
rxn32279	NA	NA	NA	>
rxn32280	NA	NA	NA	>
rxn32281	=	NA	NA	?
rxn32282	=	NA	NA	?
rxn32283	NA	NA	NA	>
rxn32284	=	NA	NA	?
rxn32285	=	NA	NA	?
rxn32286	=	NA	NA	?
rxn32287	>	>	>	>
rxn32288	=	NA	NA	?
rxn32289	>	>	>	>
rxn32290	>	>	>	>
rxn32291	>	NA	<	>
rxn32292	>	=	NA	>
rxn32293	=	=	=	=
rxn32294	NA	NA	<	>
rxn32295	NA	NA	NA	>
rxn32296	=	NA	NA	?
rxn32297	=	=	=	=
rxn32298	>	=	=	>
rxn32299	=	=	=	=
rxn32300	=	NA	NA	?
rxn32301	=	=	=	>
rxn32302	=	NA	NA	?
rxn32303	=	=	=	=
rxn32304	=	NA	NA	?
rxn32305	>	>	>	>
rxn32306	=	NA	NA	?
rxn32307	=	=	=	=
rxn32308	=	=	=	=
rxn32309	=	>	>	>
rxn32310	NA	NA	NA	>
rxn32311	>	=	=	>
rxn32312	=	=	=	<
rxn32313	=	NA	NA	?
rxn32314	=	NA	NA	>
rxn32315	NA	NA	=	>
rxn32316	=	NA	NA	?
rxn32317	=	NA	NA	?
rxn32318	NA	NA	=	>
rxn32319	=	=	=	=
rxn32320	NA	NA	NA	>
rxn32321	<	<	<	>
rxn32322	=	NA	NA	?
rxn32323	=	NA	NA	?
rxn32324	<	<	<	>
rxn32325	=	>	>	>
rxn32326	>	>	>	>
rxn32327	=	NA	=	>
rxn32328	>	>	>	>
rxn32329	=	>	=	>
rxn32330	=	>	=	>
rxn32331	>	>	NA	?
rxn32332	>	>	NA	>
rxn32333	=	<	<	>
rxn32334	NA	NA	<	=
rxn32335	>	>	NA	>
rxn32336	=	NA	NA	?
rxn32337	>	NA	NA	>
rxn32338	=	=	=	=
rxn32339	=	NA	NA	=
rxn32340	=	NA	NA	?
rxn32341	=	=	NA	>
rxn32342	=	=	NA	>
rxn32343	>	>	>	>
rxn32344	=	>	>	>
rxn32345	=	>	>	>
rxn32346	=	NA	NA	?
rxn32347	=	>	>	>
rxn32348	<	NA	NA	>
rxn32349	=	=	=	=
rxn32350	=	>	>	>
rxn32351	=	=	=	>
rxn32352	=	=	=	=
rxn32353	=	NA	NA	?
rxn32354	=	NA	NA	?
rxn32355	=	=	=	=
rxn32356	=	NA	NA	?
rxn32357	=	NA	=	>
rxn32358	>	=	=	>
rxn32359	=	NA	NA	?
rxn32360	=	NA	NA	?
rxn32361	=	NA	=	>
rxn32362	=	NA	NA	?
rxn32363	=	NA	NA	?
