model_id,n_metabolites,n_reactions,n_genes,biomass_rxn,n_exchanges_total,n_exchanges_open,status,growth_flux,grows,error
GCF_000784905.1,174,209,262,DM_atp_c0,31,22,optimal,17.12499999999999,True,
GCF_000784945.1,176,211,289,DM_atp_c0,31,22,optimal,17.12499999999999,True,
GCF_000784965.1,173,204,238,DM_atp_c0,31,22,optimal,17.624999999999982,True,
GCF_000784985.1,176,212,289,DM_atp_c0,31,22,optimal,17.124999999999996,True,
GCF_000828515.1,116,102,82,DM_atp_c0,19,12,optimal,4.749999999999999,True,
GCF_000828535.1,111,95,129,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000828555.1,111,94,115,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000828575.1,113,92,104,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000818015.1,168,190,242,DM_atp_c0,28,21,optimal,14.306818181818166,True,
GCF_000818035.1,146,145,128,DM_atp_c0,23,16,optimal,6.250000000000003,True,
GCF_000818095.1,154,171,167,DM_atp_c0,26,19,optimal,7.999999999999993,True,
GCF_000819445.1,152,154,134,DM_atp_c0,25,18,optimal,8.423076923076927,True,
GCF_000828615.1,160,160,172,DM_atp_c0,28,19,optimal,9.374999999999995,True,
GCF_000828635.1,166,181,233,DM_atp_c0,28,19,optimal,15.593749999999998,True,
GCF_000828655.1,121,116,90,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000828675.1,120,112,105,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000803645.1,153,168,203,DM_atp_c0,24,17,optimal,7.187499999999998,True,
GCF_000807175.1,144,157,163,DM_atp_c0,28,19,optimal,6.70833333333333,True,
GCF_000807225.1,145,143,139,DM_atp_c0,25,18,optimal,4.062499999999999,True,
GCF_000807255.1,144,157,163,DM_atp_c0,28,19,optimal,6.70833333333333,True,
GCF_000828695.1,169,198,254,DM_atp_c0,28,21,optimal,12.5,True,
GCF_000828715.1,138,125,104,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000828735.1,82,72,40,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000828775.1,174,207,258,DM_atp_c0,31,22,optimal,17.124999999999996,True,
GCF_000819505.1,174,195,243,DM_atp_c0,29,20,optimal,14.937500000000007,True,
GCF_000819525.2,152,156,126,DM_atp_c0,29,20,optimal,10.999999999999996,True,
GCF_000819565.1,165,182,241,DM_atp_c0,25,18,optimal,8.375000000000009,True,
GCF_000819665.1,163,188,184,DM_atp_c0,26,19,optimal,8.999999999999991,True,
GCF_000827005.1,159,180,260,DM_atp_c0,26,19,optimal,14.352272727272688,True,
GCF_000827045.1,166,188,180,DM_atp_c0,29,22,optimal,10.499999999999979,True,
GCF_000827125.1,155,160,154,DM_atp_c0,27,20,optimal,9.662500000000001,True,
GCF_000827835.1,147,156,166,DM_atp_c0,29,18,optimal,0.0,False,
GCF_000829235.1,121,109,82,DM_atp_c0,23,16,optimal,0.0,False,
GCF_000829275.1,168,204,266,DM_atp_c0,28,21,optimal,14.437499999999988,True,
GCF_000829315.1,103,94,72,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000829335.1,90,80,41,DM_atp_c0,20,13,optimal,0.5,True,
GCF_000828815.1,106,94,69,DM_atp_c0,21,14,optimal,5.750000000000003,True,
GCF_000828835.1,154,158,178,DM_atp_c0,27,18,optimal,9.395833333333334,True,
GCF_000828855.1,85,72,30,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000828875.1,179,209,377,DM_atp_c0,28,21,optimal,13.437500000000002,True,
GCF_000829965.1,174,208,286,DM_atp_c0,31,22,optimal,17.124999999999993,True,
GCF_000830005.1,156,180,267,DM_atp_c0,27,20,optimal,13.232142857142867,True,
GCF_000830885.1,98,88,84,DM_atp_c0,21,14,optimal,1.0,True,
GCF_000830905.1,101,90,84,DM_atp_c0,21,14,optimal,1.0,True,
GCF_000831205.1,129,122,112,DM_atp_c0,21,14,optimal,3.812499999999997,True,
GCF_000831225.1,129,122,112,DM_atp_c0,21,14,optimal,3.812499999999997,True,
GCF_000831485.1,124,121,110,DM_atp_c0,24,17,optimal,7.999999999999993,True,
GCF_000831525.1,98,83,66,DM_atp_c0,19,12,optimal,3.8,True,
GCF_000831005.1,158,144,127,DM_atp_c0,26,19,optimal,2.0,True,
GCF_000831065.1,165,193,216,DM_atp_c0,28,21,optimal,16.12499999999999,True,
GCF_000831165.1,127,122,90,DM_atp_c0,23,16,optimal,4.0,True,
GCF_000831185.1,129,122,112,DM_atp_c0,21,14,optimal,3.812499999999997,True,
GCF_000816785.1,119,113,92,DM_atp_c0,24,17,optimal,2.125000000000001,True,
GCF_000816845.1,172,197,290,DM_atp_c0,26,19,optimal,9.038461538461544,True,
GCF_000816885.1,151,163,166,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000817065.1,114,105,92,DM_atp_c0,21,14,optimal,3.0000000000000004,True,
GCF_000817325.1,138,134,119,DM_atp_c0,24,17,optimal,2.500000000000001,True,
GCF_000817955.1,147,148,182,DM_atp_c0,26,19,optimal,7.375,True,
GCF_000817975.1,167,190,237,DM_atp_c0,27,20,optimal,13.062499999999993,True,
GCF_000817995.1,111,106,79,DM_atp_c0,23,16,optimal,3.5,True,
GCF_000833195.1,134,133,117,DM_atp_c0,24,17,optimal,5.999999999999999,True,
GCF_000833215.1,134,133,118,DM_atp_c0,24,17,optimal,5.999999999999999,True,
GCF_000833235.1,131,132,117,DM_atp_c0,23,16,optimal,5.416666666666668,True,
GCF_000833255.1,134,133,114,DM_atp_c0,24,17,optimal,5.999999999999999,True,
GCF_000831545.1,109,89,68,DM_atp_c0,19,12,optimal,3.8,True,
GCF_000831585.1,166,195,279,DM_atp_c0,28,21,optimal,10.125000000000004,True,
GCF_000831645.3,126,127,117,DM_atp_c0,24,17,optimal,6.000000000000002,True,
GCF_000832145.1,122,116,115,DM_atp_c0,22,15,optimal,1.0000000000000013,True,
GCF_000827855.1,76,56,38,DM_atp_c0,19,12,optimal,0.0,False,
GCF_000828015.1,143,156,135,DM_atp_c0,26,19,optimal,7.749999999999997,True,
GCF_000828055.2,174,208,298,DM_atp_c0,31,22,optimal,17.12499999999999,True,
GCF_000828475.1,166,172,173,DM_atp_c0,23,16,optimal,6.170454545454541,True,
GCF_000833295.1,134,133,116,DM_atp_c0,24,17,optimal,5.999999999999999,True,
GCF_000833315.1,135,133,115,DM_atp_c0,24,17,optimal,6.0,True,
GCF_000833375.1,137,142,125,DM_atp_c0,24,17,optimal,5.416666666666667,True,
GCF_000833455.1,136,132,115,DM_atp_c0,24,17,optimal,4.999999999999998,True,
GCF_000832985.1,165,196,240,DM_atp_c0,29,22,optimal,11.249999999999945,True,
GCF_000833025.1,147,143,141,DM_atp_c0,25,18,optimal,4.062499999999999,True,
GCF_000833105.2,141,145,214,DM_atp_c0,24,17,optimal,4.0,True,
GCF_000833165.1,138,142,122,DM_atp_c0,24,17,optimal,5.416666666666665,True,
GCF_000830925.1,98,88,83,DM_atp_c0,21,14,optimal,1.0,True,
GCF_000830945.1,112,99,49,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000830965.1,112,99,49,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000830985.1,152,143,112,DM_atp_c0,25,18,optimal,0.0,False,
GCF_000829155.1,93,72,32,DM_atp_c0,19,12,optimal,2.75,True,
GCF_000829175.1,163,180,263,DM_atp_c0,27,20,optimal,8.375000000000007,True,
GCF_000829195.1,150,170,185,DM_atp_c0,25,18,optimal,4.749999999999995,True,
GCF_000829215.1,168,189,195,DM_atp_c0,30,21,optimal,11.499999999999991,True,
GCF_000829355.1,111,98,78,DM_atp_c0,22,15,optimal,3.96875,True,
GCF_000829375.1,150,153,168,DM_atp_c0,25,18,optimal,5.499999999999998,True,
GCF_000829395.1,125,126,118,DM_atp_c0,25,18,optimal,6.499999999999998,True,
GCF_000829415.1,169,193,227,DM_atp_c0,29,22,optimal,11.341666666666661,True,
GCF_000828895.1,161,173,168,DM_atp_c0,25,18,optimal,10.443181818181815,True,
GCF_000828915.1,161,173,170,DM_atp_c0,25,18,optimal,10.443181818181815,True,
GCF_000828975.1,142,151,140,DM_atp_c0,25,18,optimal,9.038461538461545,True,
GCF_000829035.1,132,135,139,DM_atp_c0,24,17,optimal,7.999999999999998,True,
GCF_000832305.1,172,193,375,DM_atp_c0,27,20,optimal,11.017857142857155,True,
GCF_000832485.1,166,193,223,DM_atp_c0,29,22,optimal,16.124999999999947,True,
GCF_000832605.1,161,181,210,DM_atp_c0,26,19,optimal,9.999999999999979,True,
GCF_000832905.1,157,176,147,DM_atp_c0,25,18,optimal,8.749999999999996,True,
GCF_000875675.1,138,136,93,DM_atp_c0,24,17,optimal,3.0000000000000004,True,
GCF_000875755.1,97,90,54,DM_atp_c0,22,15,optimal,2.999999999999997,True,
GCF_000875775.1,112,95,80,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000876675.2,164,184,254,DM_atp_c0,26,19,optimal,8.028846153846168,True,
GCF_000834965.1,139,143,126,DM_atp_c0,24,17,optimal,5.416666666666667,True,
GCF_000835085.1,96,86,53,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000835165.1,148,159,144,DM_atp_c0,27,20,optimal,6.187500000000001,True,
GCF_000835205.1,167,193,258,DM_atp_c0,29,22,optimal,11.341666666666665,True,
GCF_000834215.1,171,197,225,DM_atp_c0,30,21,optimal,17.124999999999993,True,
GCF_000834235.1,169,190,204,DM_atp_c0,28,19,optimal,14.874999999999998,True,
GCF_000834255.1,171,194,197,DM_atp_c0,29,20,optimal,15.875000000000004,True,
GCF_000834275.1,167,188,202,DM_atp_c0,28,19,optimal,14.874999999999998,True,
GCF_000931575.1,146,158,122,DM_atp_c0,30,19,optimal,9.500000000000004,True,
GCF_000931605.1,141,153,122,DM_atp_c0,30,19,optimal,9.5,True,
GCF_000931625.1,145,157,122,DM_atp_c0,29,20,optimal,9.750000000000004,True,
GCF_000934305.1,130,133,110,DM_atp_c0,28,19,optimal,4.999999999999996,True,
GCF_000834515.1,177,205,250,DM_atp_c0,31,20,optimal,17.125000000000004,True,
GCF_000834735.1,175,200,224,DM_atp_c0,31,20,optimal,14.875000000000002,True,
GCF_000834865.1,171,197,225,DM_atp_c0,30,21,optimal,17.124999999999993,True,
GCF_000834945.1,169,192,207,DM_atp_c0,28,19,optimal,14.874999999999998,True,
GCF_000934525.1,158,169,157,DM_atp_c0,26,19,optimal,4.250000000000003,True,
GCF_000934565.1,166,190,226,DM_atp_c0,29,22,optimal,11.341666666666665,True,
GCF_000934605.2,161,182,237,DM_atp_c0,25,18,optimal,8.028846153846162,True,
GCF_000934625.1,106,104,80,DM_atp_c0,23,16,optimal,1.0,True,
GCF_000877815.1,163,184,177,DM_atp_c0,29,22,optimal,10.500000000000004,True,
GCF_000931425.2,136,142,138,DM_atp_c0,27,20,optimal,9.499999999999995,True,
GCF_000931445.1,155,174,239,DM_atp_c0,27,20,optimal,13.232142857142842,True,
GCF_000931465.1,168,192,236,DM_atp_c0,28,21,optimal,12.232142857142865,True,
GCF_000941075.1,98,85,55,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000943805.1,156,171,237,DM_atp_c0,26,19,optimal,7.778846153846156,True,
GCF_000948075.1,150,153,152,DM_atp_c0,23,16,optimal,6.020833333333333,True,
GCF_000949425.1,152,157,161,DM_atp_c0,25,18,optimal,7.41666666666666,True,
GCF_000935025.1,161,181,199,DM_atp_c0,27,20,optimal,9.375000000000004,True,
GCF_000940805.1,166,181,192,DM_atp_c0,26,19,optimal,11.249999999999993,True,
GCF_000940825.1,148,151,150,DM_atp_c0,23,16,optimal,6.020833333333332,True,
GCF_000940845.1,143,152,149,DM_atp_c0,29,20,optimal,10.375000000000002,True,
GCF_000953115.1,121,97,106,DM_atp_c0,22,15,optimal,1.0,True,
GCF_000953135.1,151,155,153,DM_atp_c0,24,17,optimal,6.437499999999998,True,
GCF_000953195.1,114,102,60,DM_atp_c0,22,15,optimal,2.0,True,
GCF_000953215.1,114,101,70,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000833495.1,131,132,117,DM_atp_c0,23,16,optimal,5.416666666666668,True,
GCF_000833515.1,131,131,117,DM_atp_c0,23,16,optimal,5.416666666666665,True,
GCF_000833575.1,151,154,126,DM_atp_c0,27,20,optimal,4.249999999999999,True,
GCF_000834195.1,173,199,224,DM_atp_c0,29,20,optimal,14.875000000000002,True,
GCF_000953235.1,96,86,53,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000953275.1,138,133,162,DM_atp_c0,24,15,optimal,3.000000000000001,True,
GCF_000953355.1,167,187,176,DM_atp_c0,29,20,optimal,15.749999999999995,True,
GCF_000953375.1,97,85,53,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000950575.1,153,157,146,DM_atp_c0,25,18,optimal,6.0000000000000036,True,
GCF_000952035.2,159,181,263,DM_atp_c0,27,20,optimal,14.693181818181802,True,
GCF_000952895.1,163,185,178,DM_atp_c0,29,22,optimal,10.500000000000005,True,
GCF_000952915.1,97,85,53,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000940915.1,174,195,240,DM_atp_c0,29,20,optimal,14.937500000000007,True,
GCF_000940995.1,176,203,278,DM_atp_c0,32,21,optimal,13.999999999999993,True,
GCF_000941035.1,129,121,139,DM_atp_c0,23,16,optimal,3.0000000000000058,True,
GCF_000941055.1,150,146,121,DM_atp_c0,24,17,optimal,4.068181818181812,True,
GCF_000835225.1,145,169,232,DM_atp_c0,22,15,optimal,6.806818181818176,True,
GCF_000835265.1,145,170,231,DM_atp_c0,22,15,optimal,6.806818181818173,True,
GCF_000835285.1,126,127,107,DM_atp_c0,26,19,optimal,4.999999999999998,True,
GCF_000835305.1,130,131,111,DM_atp_c0,26,19,optimal,4.999999999999996,True,
GCF_000834295.1,169,192,207,DM_atp_c0,28,19,optimal,14.874999999999998,True,
GCF_000834335.1,169,190,203,DM_atp_c0,28,19,optimal,12.875,True,
GCF_000834355.1,169,192,205,DM_atp_c0,28,19,optimal,14.874999999999998,True,
GCF_000834395.1,177,201,228,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000953735.1,170,191,212,DM_atp_c0,30,21,optimal,13.999999999999995,True,
GCF_000954115.1,162,186,231,DM_atp_c0,27,20,optimal,14.352272727272734,True,
GCF_000954135.1,170,188,214,DM_atp_c0,27,20,optimal,9.075000000000006,True,
GCF_000954195.1,126,129,108,DM_atp_c0,26,19,optimal,5.000000000000002,True,
GCF_000960995.1,170,191,241,DM_atp_c0,28,21,optimal,12.232142857142867,True,
GCF_000961015.1,102,96,64,DM_atp_c0,23,16,optimal,1.0000000000000004,True,
GCF_000961095.1,164,180,203,DM_atp_c0,28,21,optimal,11.791666666666671,True,
GCF_000961155.1,151,163,166,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000961255.1,151,163,166,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000961275.1,151,163,166,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000961515.1,172,204,342,DM_atp_c0,28,21,optimal,14.812500000000004,True,
GCF_000962775.1,96,87,39,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000958465.1,150,157,123,DM_atp_c0,27,20,optimal,9.000000000000005,True,
GCF_000959025.1,162,182,178,DM_atp_c0,29,22,optimal,10.500000000000005,True,
GCF_000959165.1,163,187,212,DM_atp_c0,28,21,optimal,11.341666666666677,True,
GCF_000959245.1,170,201,243,DM_atp_c0,30,21,optimal,12.87499999999999,True,
GCF_000959505.1,172,196,226,DM_atp_c0,30,21,optimal,12.232142857142891,True,
GCF_000959525.1,167,191,228,DM_atp_c0,27,20,optimal,9.625000000000002,True,
GCF_000959725.1,168,195,284,DM_atp_c0,28,21,optimal,9.975000000000005,True,
GCF_000960975.1,161,186,188,DM_atp_c0,25,18,optimal,7.511363636363639,True,
GCF_000961175.1,151,163,166,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000961195.1,151,163,166,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000961215.1,151,163,166,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000961235.1,151,163,166,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000834415.1,169,192,207,DM_atp_c0,28,19,optimal,14.874999999999998,True,
GCF_000834435.1,169,192,207,DM_atp_c0,28,19,optimal,14.874999999999998,True,
GCF_000834455.1,172,201,234,DM_atp_c0,30,21,optimal,17.124999999999993,True,
GCF_000834495.1,169,190,203,DM_atp_c0,28,19,optimal,12.875,True,
GCF_000952935.1,112,99,48,DM_atp_c0,24,17,optimal,0.0,False,
GCF_000952975.1,115,103,69,DM_atp_c0,23,16,optimal,0.0,False,
GCF_000953015.1,134,116,107,DM_atp_c0,22,15,optimal,4.749999999999993,True,
GCF_000953035.1,176,207,249,DM_atp_c0,32,21,optimal,17.124999999999996,True,
GCF_000959325.1,169,192,247,DM_atp_c0,28,21,optimal,12.874999999999996,True,
GCF_000959365.1,170,195,243,DM_atp_c0,28,21,optimal,16.187500000000004,True,
GCF_000959425.1,171,196,249,DM_atp_c0,28,21,optimal,12.874999999999996,True,
GCF_000959445.1,171,191,261,DM_atp_c0,28,21,optimal,12.232142857142875,True,
GCF_000953435.1,90,74,51,DM_atp_c0,18,11,optimal,0.0,False,
GCF_000953475.1,131,140,132,DM_atp_c0,24,17,optimal,10.897727272727279,True,
GCF_000953535.1,132,130,119,DM_atp_c0,22,15,optimal,4.0,True,
GCF_000953575.1,155,177,165,DM_atp_c0,28,21,optimal,13.749999999999998,True,
GCF_000963495.1,166,190,230,DM_atp_c0,29,22,optimal,11.341666666666665,True,
GCF_000963515.1,163,190,283,DM_atp_c0,29,22,optimal,14.693181818181799,True,
GCF_000963555.1,166,186,187,DM_atp_c0,30,21,optimal,11.500000000000004,True,
GCF_000963575.1,174,209,268,DM_atp_c0,31,22,optimal,17.124999999999996,True,
GCF_000953635.1,146,151,129,DM_atp_c0,24,17,optimal,5.437500000000002,True,
GCF_000953655.1,150,151,134,DM_atp_c0,23,16,optimal,6.25,True,
GCF_000953695.1,164,183,181,DM_atp_c0,29,20,optimal,13.999999999999993,True,
GCF_000953715.1,124,115,100,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000963865.1,145,150,119,DM_atp_c0,24,17,optimal,4.625000000000002,True,
GCF_000964565.1,171,195,206,DM_atp_c0,29,20,optimal,15.875000000000004,True,
GCF_000965785.1,141,141,135,DM_atp_c0,26,19,optimal,5.625,True,
GCF_000967115.2,131,123,98,DM_atp_c0,26,19,optimal,0.9999999999999998,True,
GCF_000963635.1,151,158,127,DM_atp_c0,29,20,optimal,11.500000000000002,True,
GCF_000963645.1,174,195,241,DM_atp_c0,29,20,optimal,14.937500000000007,True,
GCF_000963675.1,151,161,128,DM_atp_c0,29,20,optimal,11.500000000000004,True,
GCF_000963835.1,168,192,236,DM_atp_c0,28,21,optimal,12.232142857142865,True,
GCF_000955665.1,154,157,171,DM_atp_c0,25,18,optimal,5.999999999999992,True,
GCF_000955905.1,116,104,79,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000956175.1,112,96,83,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000956315.1,96,87,38,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000967135.1,127,121,109,DM_atp_c0,25,18,optimal,2.125000000000003,True,
GCF_000967305.2,151,165,213,DM_atp_c0,25,18,optimal,6.499999999999999,True,
GCF_000967325.1,148,173,154,DM_atp_c0,26,19,optimal,12.249999999999995,True,
GCF_000967345.1,148,173,154,DM_atp_c0,26,19,optimal,12.249999999999995,True,
GCF_000969885.1,118,110,127,DM_atp_c0,21,14,optimal,1.48,True,
GCF_000969905.1,119,110,140,DM_atp_c0,22,15,optimal,1.4799999999999995,True,
GCF_000969925.1,118,110,127,DM_atp_c0,21,14,optimal,1.48,True,
GCF_000969945.1,123,112,143,DM_atp_c0,22,15,optimal,1.4799999999999995,True,
GCF_000969965.1,120,105,123,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000969985.1,121,112,146,DM_atp_c0,22,15,optimal,1.4799999999999998,True,
GCF_000970005.1,122,109,123,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000970025.1,123,113,149,DM_atp_c0,22,15,optimal,1.4799999999999998,True,
GCF_000970045.1,118,105,133,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000970065.1,123,113,147,DM_atp_c0,22,15,optimal,1.4799999999999998,True,
GCF_000970085.1,121,112,139,DM_atp_c0,22,15,optimal,1.484848484848487,True,
GCF_000970125.1,121,111,142,DM_atp_c0,22,15,optimal,1.484848484848485,True,
GCF_000970145.1,121,108,145,DM_atp_c0,22,15,optimal,1.4848484848484869,True,
GCF_000970205.1,118,106,131,DM_atp_c0,21,14,optimal,1.4444444444444442,True,
GCF_000970245.1,116,105,129,DM_atp_c0,21,14,optimal,1.4444444444444442,True,
GCF_000970265.1,120,101,122,DM_atp_c0,22,15,optimal,1.0000000000000002,True,
GCF_000968435.2,137,124,121,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000968535.2,160,164,180,DM_atp_c0,25,18,optimal,4.92857142857143,True,
GCF_000968945.1,148,149,119,DM_atp_c0,24,17,optimal,8.749999999999996,True,
GCF_000969235.1,167,186,188,DM_atp_c0,29,20,optimal,10.499999999999995,True,
GCF_000970285.1,122,112,146,DM_atp_c0,21,14,optimal,1.4848484848484846,True,
GCF_000970305.1,123,117,150,DM_atp_c0,23,16,optimal,1.4799999999999998,True,
GCF_000970325.1,122,103,107,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000971565.1,160,184,205,DM_atp_c0,25,18,optimal,5.855769230769233,True,
GCF_000969265.1,167,188,190,DM_atp_c0,30,21,optimal,11.499999999999991,True,
GCF_000969645.2,157,172,175,DM_atp_c0,27,20,optimal,14.437499999999996,True,
GCF_000969685.2,151,163,165,DM_atp_c0,24,17,optimal,7.000000000000006,True,
GCF_000969765.1,90,79,45,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000973125.1,163,178,171,DM_atp_c0,27,18,optimal,9.999999999999998,True,
GCF_000973505.1,111,101,72,DM_atp_c0,20,13,optimal,5.749999999999999,True,
GCF_000973545.1,107,95,67,DM_atp_c0,20,13,optimal,0.0,False,
GCF_000973625.1,148,144,129,DM_atp_c0,23,16,optimal,3.9687500000000027,True,
GCF_000972785.3,161,180,228,DM_atp_c0,26,19,optimal,8.028846153846159,True,
GCF_000972865.1,156,167,170,DM_atp_c0,26,19,optimal,8.458333333333334,True,
GCF_000973085.1,103,98,58,DM_atp_c0,22,15,optimal,3.0000000000000004,True,
GCF_000973105.1,157,169,162,DM_atp_c0,26,19,optimal,5.4423076923076925,True,
GCF_000971765.1,118,108,87,DM_atp_c0,22,15,optimal,5.749999999999998,True,
GCF_000972245.3,164,191,232,DM_atp_c0,29,22,optimal,10.499999999999986,True,
GCF_000972745.1,155,173,166,DM_atp_c0,26,19,optimal,9.086538461538453,True,
GCF_000972765.1,139,136,133,DM_atp_c0,23,16,optimal,4.25,True,
GCF_000975175.1,163,185,304,DM_atp_c0,28,21,optimal,14.693181818181822,True,
GCF_000978495.1,165,186,180,DM_atp_c0,29,22,optimal,10.500000000000005,True,
GCF_000978535.1,121,113,114,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000978555.1,121,113,115,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000973705.1,132,130,140,DM_atp_c0,24,17,optimal,4.000000000000002,True,
GCF_000973725.1,152,149,185,DM_atp_c0,24,17,optimal,0.8125000000000002,True,
GCF_000974425.1,161,163,174,DM_atp_c0,27,20,optimal,6.499999999999998,True,
GCF_000974685.2,144,144,142,DM_atp_c0,25,18,optimal,9.038461538461549,True,
GCF_000978575.1,121,113,115,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000978785.2,133,133,115,DM_atp_c0,23,16,optimal,5.416666666666668,True,
GCF_000980815.1,153,155,135,DM_atp_c0,28,21,optimal,6.249999999999994,True,
GCF_000980835.1,147,146,101,DM_atp_c0,26,19,optimal,5.0,True,
GCF_000981505.1,118,106,97,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000981525.1,128,120,106,DM_atp_c0,23,16,optimal,4.0,True,
GCF_000981545.1,167,174,202,DM_atp_c0,25,18,optimal,8.374999999999996,True,
GCF_000981565.1,167,174,202,DM_atp_c0,25,18,optimal,8.374999999999996,True,
GCF_000982825.1,173,205,239,DM_atp_c0,31,22,optimal,17.12499999999999,True,
GCF_000987835.1,143,145,146,DM_atp_c0,26,19,optimal,10.395833333333334,True,
GCF_000987925.1,175,202,233,DM_atp_c0,31,20,optimal,14.875000000000002,True,
GCF_000988065.1,85,75,38,DM_atp_c0,21,14,optimal,0.0,False,
GCF_000968355.2,137,124,121,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000968375.1,147,152,231,DM_atp_c0,25,18,optimal,9.75000000000001,True,
GCF_000968395.2,137,124,121,DM_atp_c0,22,15,optimal,0.0,False,
GCF_000968415.1,169,193,229,DM_atp_c0,29,22,optimal,11.341666666666665,True,
GCF_001007875.1,169,182,256,DM_atp_c0,26,19,optimal,9.843750000000005,True,
GCF_001007935.1,136,141,139,DM_atp_c0,22,15,optimal,2.666666666666668,True,
GCF_001007995.1,144,141,117,DM_atp_c0,23,16,optimal,0.0,False,
GCF_001008165.2,152,161,176,DM_atp_c0,24,17,optimal,6.250000000000001,True,
GCF_000967365.1,148,173,154,DM_atp_c0,26,19,optimal,12.249999999999995,True,
GCF_000967385.1,148,173,154,DM_atp_c0,26,19,optimal,12.249999999999995,True,
GCF_000967405.1,148,173,154,DM_atp_c0,26,19,optimal,12.249999999999995,True,
GCF_000967425.1,159,185,224,DM_atp_c0,25,18,optimal,7.375000000000001,True,
GCF_001011035.1,158,181,264,DM_atp_c0,28,21,optimal,14.352272727272714,True,
GCF_001011115.1,117,109,93,DM_atp_c0,21,14,optimal,0.0,False,
GCF_001011155.1,161,183,240,DM_atp_c0,25,18,optimal,7.3750000000000036,True,
GCF_001011675.1,155,160,167,DM_atp_c0,26,19,optimal,7.750000000000003,True,
GCF_001020725.2,161,176,176,DM_atp_c0,26,19,optimal,8.249999999999991,True,
GCF_001020955.1,135,132,128,DM_atp_c0,26,19,optimal,5.250000000000001,True,
GCF_001020985.1,152,151,119,DM_atp_c0,24,17,optimal,7.749999999999999,True,
GCF_001021025.1,148,152,133,DM_atp_c0,24,17,optimal,7.499999999999997,True,
GCF_000967895.1,161,175,166,DM_atp_c0,27,18,optimal,5.829545454545455,True,
GCF_000967915.1,113,103,77,DM_atp_c0,23,16,optimal,2.0,True,
GCF_000968055.1,116,104,65,DM_atp_c0,23,16,optimal,2.0000000000000013,True,
GCF_000968115.1,174,200,232,DM_atp_c0,30,19,optimal,14.875000000000002,True,
GCF_001021045.1,150,158,131,DM_atp_c0,26,19,optimal,5.500000000000002,True,
GCF_001021065.1,138,156,131,DM_atp_c0,29,20,optimal,11.687500000000002,True,
GCF_001021085.1,112,101,77,DM_atp_c0,22,15,optimal,3.968749999999999,True,
GCF_001021385.1,163,185,295,DM_atp_c0,27,20,optimal,13.352272727272704,True,
GCF_001013905.1,157,178,240,DM_atp_c0,28,21,optimal,13.232142857142845,True,
GCF_001017435.1,166,184,208,DM_atp_c0,26,19,optimal,11.017857142857142,True,
GCF_001017655.1,126,115,84,DM_atp_c0,23,16,optimal,1.9999999999999976,True,
GCF_001017775.3,167,181,247,DM_atp_c0,27,20,optimal,13.352272727272716,True,
GCF_001023575.1,135,123,145,DM_atp_c0,22,15,optimal,0.0,False,
GCF_001025155.1,115,109,78,DM_atp_c0,23,16,optimal,3.4999999999999996,True,
GCF_001025175.1,119,112,90,DM_atp_c0,23,16,optimal,3.5000000000000004,True,
